id,points
187599,"[[792.6829268292682, 2868.292682926829], [1846.341463414634, 2985.3658536585363]]"
187599,"[[1873.170731707317, 2870.731707317073], [2182.9268292682923, 2965.853658536585]]"
187599,"[[2231.7073170731705, 2860.975609756097], [2885.3658536585363, 2980.4878048780483]]"
187599,"[[2692.682926829268, 3068.292682926829], [3375.609756097561, 3309.7560975609754]]"
187599,"[[548.780487804878, 3009.7560975609754], [631.7073170731707, 3082.9268292682923]]"
187599,"[[631.7073170731707, 2987.80487804878], [965.8536585365853, 3099.9999999999995]]"
187599,"[[997.560975609756, 2999.9999999999995], [1914.6341463414633, 3097.560975609756]]"
187599,"[[1926.8292682926829, 2987.80487804878], [2112.1951219512193, 3080.4878048780483]]"
187599,"[[2163.414634146341, 2985.3658536585363], [2568.292682926829, 3090.243902439024]]"
187599,"[[436.5853658536585, 3126.8292682926826], [1207.3170731707316, 3243.90243902439]]"
187599,"[[1317.0731707317073, 3102.4390243902435], [1656.0975609756097, 3214.6341463414633]]"
187599,"[[1673.170731707317, 3109.7560975609754], [1878.0487804878048, 3207.3170731707314]]"
187599,"[[1907.3170731707316, 3104.8780487804875], [2126.8292682926826, 3204.8780487804875]]"
187599,"[[748.780487804878, 3251.2195121951218], [1046.341463414634, 3353.6585365853657]]"
187599,"[[1095.121951219512, 3243.90243902439], [1524.390243902439, 3331.7073170731705]]"
187599,"[[1541.4634146341461, 3231.7073170731705], [1717.0731707317073, 3341.463414634146]]"
187599,"[[1721.951219512195, 3231.7073170731705], [2100.0, 3348.780487804878]]"
187599,"[[2158.5365853658536, 3217.0731707317073], [2543.90243902439, 3324.3902439024387]]"
187599,"[[678.0487804878048, 3356.0975609756097], [1048.780487804878, 3497.560975609756]]"
187599,"[[1031.7073170731705, 3360.975609756097], [1248.780487804878, 3451.2195121951218]]"
187599,"[[1256.0975609756097, 3348.780487804878], [1419.5121951219512, 3475.609756097561]]"
187599,"[[1443.90243902439, 3368.292682926829], [1648.780487804878, 3458.536585365853]]"
187599,"[[1653.6585365853657, 3348.780487804878], [2200.0, 3448.780487804878]]"
187599,"[[2370.731707317073, 3336.5853658536585], [2573.170731707317, 3468.292682926829]]"
187599,"[[180.48780487804876, 3480.4878048780483], [395.12195121951214, 3604.8780487804875]]"
187599,"[[202.4390243902439, 3626.8292682926826], [517.0731707317073, 3802.4390243902435]]"
187599,"[[490.24390243902434, 3470.731707317073], [843.9024390243902, 3578.048780487805]]"
187599,"[[485.36585365853654, 3587.80487804878], [929.2682926829268, 3687.80487804878]]"
187599,"[[887.8048780487804, 3487.80487804878], [1224.390243902439, 3578.048780487805]]"
187599,"[[1309.7560975609756, 3463.414634146341], [1746.341463414634, 3568.292682926829]]"
187599,"[[1751.2195121951218, 3480.4878048780483], [1990.2439024390242, 3587.80487804878]]"
187599,"[[2202.439024390244, 3460.975609756097], [2504.8780487804875, 3541.463414634146]]"
187599,"[[973.170731707317, 3578.048780487805], [1536.5853658536585, 3697.560975609756]]"
187599,"[[1541.4634146341461, 3595.121951219512], [1987.8048780487804, 3709.7560975609754]]"
187599,"[[2039.0243902439022, 3587.80487804878], [2234.1463414634145, 3685.3658536585363]]"
187599,"[[2268.292682926829, 3587.80487804878], [2824.3902439024387, 3695.121951219512]]"
187599,"[[809.7560975609756, 3719.5121951219508], [1048.780487804878, 3797.5609756097556]]"
187599,"[[1224.390243902439, 3709.7560975609754], [1473.170731707317, 3795.121951219512]]"
187599,"[[1482.9268292682925, 3714.6341463414633], [1990.2439024390242, 3834.1463414634145]]"
187599,"[[2143.90243902439, 3717.0731707317073], [2568.292682926829, 3826.8292682926826]]"
187599,"[[1275.6097560975609, 3846.341463414634], [1848.780487804878, 4014.6341463414633]]"
187602,"[[140.81081081081084, 494.5945945945946], [692.1621621621622, 664.8648648648649]]"
187602,"[[2467.837837837838, 202.7027027027027], [3581.3513513513512, 691.8918918918919]]"
187602,"[[2532.702702702703, 691.8918918918919], [3705.675675675676, 1294.5945945945946]]"
187602,"[[2632.702702702703, 1929.7297297297298], [3521.891891891892, 2105.4054054054054]]"
187602,"[[175.94594594594594, 1778.3783783783783], [551.6216216216217, 2170.2702702702704]]"
187602,"[[113.7837837837838, 2864.864864864865], [562.4324324324324, 3183.7837837837837]]"
187602,"[[516.4864864864865, 2848.6486486486488], [759.7297297297298, 2945.945945945946]]"
187602,"[[1346.2162162162163, 2740.5405405405404], [1527.2972972972973, 2848.6486486486488]]"
187602,"[[965.1351351351352, 2140.5405405405404], [1108.3783783783783, 2240.5405405405404]]"
187602,"[[1494.8648648648648, 1908.1081081081081], [1608.3783783783783, 1991.8918918918919]]"
187602,"[[2211.0810810810813, 2489.189189189189], [2502.972972972973, 2575.675675675676]]"
187602,"[[2046.2162162162163, 2618.9189189189187], [2348.9189189189187, 2708.1081081081084]]"
187602,"[[1921.891891891892, 2735.135135135135], [2059.7297297297296, 2827.027027027027]]"
187602,"[[1727.2972972972973, 2991.891891891892], [1894.864864864865, 3075.675675675676]]"
187602,"[[2516.4864864864867, 2654.054054054054], [3640.810810810811, 3256.7567567567567]]"
188845,"[[364.68421052631584, 1327.421052631579], [722.5789473684208, 1564.2631578947369]]"
188845,"[[917.3157894736842, 1385.3157894736842], [2469.9473684210525, 2032.6842105263158]]"
188847,"[[1050.5555555555557, 1033.3333333333335], [2114.4444444444443, 1383.3333333333335]]"
188847,"[[1586.666666666667, 1641.6666666666667], [2158.888888888889, 1791.6666666666667]]"
188847,"[[1695.0, 1852.7777777777778], [2167.222222222222, 2066.666666666667]]"
188847,"[[1931.1111111111113, 1447.2222222222222], [2125.5555555555557, 1597.2222222222222]]"
188847,"[[1725.5555555555557, 1511.111111111111], [1842.2222222222222, 1627.7777777777778]]"
188847,"[[1358.8888888888891, 2047.2222222222224], [2175.5555555555557, 3369.4444444444443]]"
188847,"[[128.33333333333348, 2461.1111111111113], [1586.666666666667, 2761.1111111111113]]"
188847,"[[1014.4444444444446, 3358.3333333333335], [2033.8888888888891, 3688.888888888889]]"
188851,"[[1057.0, 997.5], [2117.0, 1367.5]]"
188851,"[[282.0, 1385.0], [404.5, 1525.0]]"
188851,"[[1964.5, 1455.0], [2132.0, 1612.5]]"
188851,"[[1739.5, 1517.5], [1857.0, 1615.0]]"
188851,"[[1607.0, 1660.0], [2184.5, 1780.0]]"
188851,"[[1712.0, 1875.0], [2167.0, 2077.5]]"
188851,"[[117.0, 2467.5], [1609.5, 2770.0]]"
188851,"[[1362.0, 2067.5], [2157.0, 3367.5]]"
188851,"[[1009.5, 3385.0], [2007.0, 3687.5]]"
188861,"[[434.66666666666674, 1726.6666666666667], [764.6666666666667, 1960.0]]"
188865,"[[208.0526315789475, 176.8421052631579], [1418.5789473684208, 497.8947368421052]]"
188865,"[[113.31578947368416, 1745.2631578947369], [2302.789473684211, 2129.4736842105262]]"
188865,"[[1560.6842105263158, 2424.2105263157896], [2476.4736842105267, 3229.4736842105262]]"
188867,"[[814.0, 2181.4814814814813], [965.8518518518517, 2344.4444444444443]]"
188867,"[[773.2592592592591, 2825.9259259259256], [943.6296296296296, 2981.4814814814813]]"
188869,"[[2100.8787878787875, 2436.363636363636], [2588.7575757575755, 2639.3939393939395]]"
188869,"[[1958.4545454545455, 2642.4242424242425], [2394.8181818181815, 2796.969696969697]]"
188869,"[[1034.212121212121, 2681.8181818181815], [1764.5151515151515, 2860.6060606060605]]"
188869,"[[1503.909090909091, 4230.30303030303], [1773.6060606060605, 4348.484848484848]]"
188869,"[[306.939393939394, 2709.090909090909], [540.2727272727273, 3415.151515151515]]"
188875,"[[411.42857142857133, 2482.8571428571427], [1022.8571428571427, 2751.428571428571]]"
188875,"[[1717.1428571428569, 2394.285714285714], [2617.142857142857, 2745.7142857142853]]"
188880,"[[307.7096774193549, 4258.064516129032], [2804.483870967742, 4787.096774193548]]"
188893,"[[283.66666666666697, 278.6666666666667], [1040.8095238095239, 569.1428571428571]]"
188893,"[[2126.52380952381, 221.52380952380952], [2969.3809523809523, 583.4285714285714]]"
188893,"[[1217.0, 3776.666666666667], [1547.0, 3976.666666666667]]"
188894,"[[1365.7142857142853, 332.1428571428571], [2679.9999999999995, 603.5714285714286]]"
188895,"[[1804.030303030303, 3663.6363636363635], [2228.272727272727, 3933.333333333333]]"
188895,"[[1613.121212121212, 3942.424242424242], [1828.272727272727, 4118.181818181818]]"
188895,"[[2413.121212121212, 3896.969696969697], [2846.4545454545455, 4127.272727272727]]"
188910,"[[1182.2222222222222, 1143.0], [2815.5555555555557, 1776.3333333333335]]"
188910,"[[571.1111111111113, 2765.222222222222], [2004.4444444444443, 3076.3333333333335]]"
188929,"[[418.869565217391, 178.17391304347825], [1318.869565217391, 465.13043478260863]]"
188929,"[[184.086956521739, 2330.3478260869565], [614.5217391304345, 2704.2608695652175]]"
188929,"[[331.91304347826053, 3099.9130434782605], [1766.695652173913, 3504.260869565217]]"
188941,"[[177.30769230769226, 3366.6666666666665], [2010.6410256410254, 3633.333333333333]]"
188948,"[[720.3333333333335, 4116.666666666667], [2643.666666666667, 4473.333333333334]]"
188952,"[[631.6666666666667, 110.0], [1391.666666666667, 336.6666666666667]]"
188954,"[[2159.3870967741937, 332.258064516129], [2307.7741935483873, 483.8709677419355]]"
188954,"[[2252.935483870968, 3396.7741935483873], [3091.6451612903224, 3967.741935483871]]"
188956,"[[2419.8571428571427, 2742.8571428571427], [2979.8571428571427, 3291.428571428571]]"
188957,"[[603.8571428571427, 774.9999999999999], [918.1428571428569, 957.142857142857]]"
188957,"[[528.8571428571427, 2517.8571428571427], [1003.8571428571427, 2839.285714285714]]"
188957,"[[582.4285714285713, 3260.7142857142853], [1039.5714285714284, 3789.2857142857138]]"
188987,"[[697.8095238095239, 326.5714285714286], [1593.0476190476193, 726.5714285714286]]"
188990,"[[1011.0, 195.0], [1476.0, 410.0]]"
188990,"[[1610.4615384615386, 1556.4102564102564], [2646.358974358974, 1925.6410256410256]]"
188994,"[[1822.666666666667, 1411.111111111111], [2406.0, 2266.666666666667]]"
188995,"[[1555.8461538461538, 1825.6410256410256], [2371.230769230769, 2171.7948717948716]]"
188995,"[[1468.6666666666665, 2358.974358974359], [2481.487179487179, 3146.153846153846]]"
188995,"[[1425.0769230769229, 3215.3846153846152], [2091.74358974359, 3489.74358974359]]"
188995,"[[960.9743589743589, 3233.333333333333], [1230.2051282051282, 3443.5897435897436]]"
188996,"[[1806.0, 1430.5555555555557], [2433.777777777778, 2263.888888888889]]"
188998,"[[1548.0, 1794.0], [2388.0, 2262.0]]"
188998,"[[1440.0, 2366.0], [2480.0, 3142.0]]"
188998,"[[1420.0, 3214.0], [2128.0, 3482.0]]"
188998,"[[996.0, 3214.0], [1236.0, 3482.0]]"
188999,"[[1496.0, 1534.0], [1792.0, 1746.0]]"
188999,"[[1548.0, 1742.0], [2364.0, 2262.0]]"
188999,"[[1472.0, 2398.0], [2464.0, 3158.0]]"
188999,"[[1400.0, 3202.0], [2100.0, 3490.0]]"
188999,"[[964.0, 3234.0], [1232.0, 3454.0]]"
189009,"[[758.0, 1140.0], [926.5714285714284, 1245.7142857142856]]"
189009,"[[2089.428571428571, 911.4285714285713], [2920.8571428571427, 1245.7142857142856]]"
189009,"[[869.4285714285713, 1708.5714285714284], [1186.5714285714284, 1817.1428571428569]]"
189056,"[[2039.1428571428569, 2854.285714285714], [2613.428571428571, 3091.428571428571]]"
189056,"[[2050.5, 3479.166666666667], [2650.5, 3781.25]]"
189056,"[[1775.5, 3662.5], [2050.5, 3802.0833333333335]]"
189065,"[[1185.9655172413795, 1562.0689655172414], [1548.034482758621, 1737.9310344827588]]"
189152,"[[299.66666666666697, 689.5], [837.166666666667, 889.5]]"
189152,"[[1153.8333333333335, 714.5], [1603.8333333333335, 906.1666666666667]]"
189155,"[[1111.560975609756, 1187.8048780487804], [1492.0487804878048, 1278.0487804878048]]"
189155,"[[2321.3170731707314, 1190.2439024390244], [2440.8292682926826, 1282.9268292682925]]"
189155,"[[1060.341463414634, 1100.0], [1287.170731707317, 1165.8536585365853]]"
189158,"[[611.4878048780488, 2248.780487804878], [1296.8536585365853, 2395.121951219512]]"
189239,"[[2228.0, 2826.666666666667], [2418.0, 3023.3333333333335]]"
189246,"[[804.6842105263158, 205.78947368421052], [1462.5789473684208, 1758.421052631579]]"
189263,"[[2188.9999999999995, 1648.5714285714284], [2274.7142857142853, 1714.2857142857142]]"
189263,"[[2320.428571428571, 1668.5714285714284], [2926.142857142857, 1971.4285714285713]]"
189263,"[[334.71428571428567, 3502.8571428571427], [586.1428571428571, 3594.2857142857138]]"
189265,"[[512.0, 192.72727272727272], [1539.2727272727275, 438.1818181818182]]"
189265,"[[225.9230769230769, 3666.6666666666665], [2469.5128205128203, 4002.5641025641025]]"
189269,"[[2449.454545454545, 979.5454545454545], [3063.090909090909, 1252.2727272727273]]"
189279,"[[633.6451612903227, 3258.064516129032], [2585.2580645161293, 3745.1612903225805]]"
189287,"[[641.5217391304345, 1566.086956521739], [1006.7391304347825, 1861.7391304347825]]"
189290,"[[1407.2727272727275, 2418.3636363636365], [3161.818181818182, 3595.6363636363635]]"
189290,"[[2.727272727272748, 586.5454545454545], [166.3636363636365, 1504.7272727272727]]"
189294,"[[1364.5454545454545, 246.27272727272725], [1510.0, 414.45454545454544]]"
189830,"[[1403.3333333333335, 1693.3333333333335], [2326.666666666667, 2066.666666666667]]"
189830,"[[923.3333333333335, 2976.666666666667], [2176.666666666667, 3186.666666666667]]"
189830,"[[1756.666666666667, 3086.666666666667], [2413.3333333333335, 3470.0]]"
189834,"[[928.7142857142856, 1722.8571428571427], [1705.8571428571427, 1894.285714285714]]"
189852,"[[1077.4444444444446, 3522.222222222222], [2021.8888888888891, 3819.444444444445]]"
190042,"[[1328.875, 3196.875], [2894.5, 3412.5]]"
190064,"[[1910.7777777777778, 1405.5555555555557], [2116.3333333333335, 1511.111111111111]]"
190109,"[[576.4705882352941, 147.05882352941177], [678.4313725490196, 203.92156862745097]]"
190109,"[[409.80392156862746, 554.9019607843137], [545.0980392156863, 615.6862745098039]]"
190109,"[[476.4705882352941, 650.9803921568628], [517.6470588235294, 690.1960784313725]]"
190109,"[[525.4901960784314, 719.6078431372549], [662.7450980392157, 790.1960784313725]]"
190109,"[[686.2745098039215, 927.4509803921568], [784.313725490196, 992.156862745098]]"
190109,"[[676.4705882352941, 1088.235294117647], [782.3529411764706, 1141.1764705882354]]"
190109,"[[709.8039215686274, 1186.2745098039215], [788.2352941176471, 1319.6078431372548]]"
190109,"[[805.8823529411765, 1201.9607843137255], [907.843137254902, 1254.9019607843138]]"
190109,"[[872.5490196078431, 658.8235294117646], [956.8627450980392, 703.9215686274509]]"
190109,"[[1037.2549019607843, 700.0], [1154.9019607843138, 745.0980392156863]]"
190109,"[[2290.1960784313724, 109.80392156862744], [2747.0588235294117, 331.37254901960785]]"
190109,"[[2043.1372549019607, 284.3137254901961], [2190.1960784313724, 384.3137254901961]]"
190109,"[[2225.4901960784314, 901.9607843137255], [2337.254901960784, 968.6274509803922]]"
190109,"[[2201.9607843137255, 1037.2549019607843], [2331.372549019608, 1111.764705882353]]"
190109,"[[2337.254901960784, 976.4705882352941], [2429.4117647058824, 1043.1372549019607]]"
190109,"[[2464.705882352941, 1005.8823529411765], [2613.725490196078, 1049.0196078431372]]"
190109,"[[2129.4117647058824, 1372.549019607843], [2325.4901960784314, 1419.6078431372548]]"
190109,"[[3298.0392156862745, 317.6470588235294], [3574.5098039215686, 443.1372549019608]]"
190109,"[[3615.6862745098038, 1956.862745098039], [3837.254901960784, 2041.1764705882354]]"
190109,"[[3856.8627450980393, 1872.549019607843], [3992.156862745098, 1915.686274509804]]"
190109,"[[3678.4313725490197, 1703.921568627451], [3984.313725490196, 1764.7058823529412]]"
190109,"[[3970.5882352941176, 745.0980392156863], [4033.3333333333335, 905.8823529411765]]"
190109,"[[4135.294117647059, 900.0], [4245.098039215686, 954.9019607843137]]"
190109,"[[4290.196078431372, 950.9803921568628], [4345.098039215686, 1005.8823529411765]]"
190109,"[[3588.235294117647, 747.0588235294117], [3658.823529411765, 866.6666666666666]]"
190109,"[[3052.9411764705883, 1011.7647058823529], [3164.705882352941, 1054.9019607843138]]"
190109,"[[2564.705882352941, 1333.3333333333333], [2641.176470588235, 1384.313725490196]]"
190109,"[[4490.196078431372, 1072.549019607843], [4580.392156862745, 1133.3333333333333]]"
190109,"[[2847.0588235294117, 543.1372549019608], [2925.4901960784314, 576.4705882352941]]"
190115,"[[1421.6666666666665, 2724.242424242424], [2233.7878787878785, 3366.6666666666665]]"
190115,"[[164.090909090909, 2887.8787878787875], [1400.4545454545455, 3184.8484848484845]]"
190115,"[[324.6969696969695, 3403.030303030303], [951.969696969697, 3718.181818181818]]"
190115,"[[1006.5151515151515, 3484.8484848484845], [2185.30303030303, 3742.424242424242]]"
190116,"[[2380.0, 1122.5], [2513, 1456]]"
190116,"[[420.0, 1287.5], [795.0, 1452.5]]"
190116,"[[415.0, 2437.5], [800.0, 2855.0]]"
190119,"[[132.0434782608695, 2754.3478260869565], [355.9565217391304, 2813.0434782608695]]"
190119,"[[137.14285714285714, 2814.285714285714], [2054.285714285714, 3121.428571428571]]"
190120,"[[280.94594594594605, 1618.918918918919], [2197.162162162162, 3700.0]]"
190828,"[[1681.6086956521735, 1053.8695652173913], [2342.478260869565, 1388.6521739130435]]"
190832,"[[132.90476190476193, 150.04761904761907], [2471.0, 1107.1904761904761]]"
190867,"[[203.53846153846143, 3507.6923076923076], [603.5384615384614, 3892.3076923076924]]"
190867,"[[280.46153846153834, 930.7692307692307], [657.3846153846152, 2442.3076923076924]]"
190880,"[[1782.7297297297296, 256.7567567567568], [2553.0, 678.3783783783784]]"
190884,"[[2124.7837837837837, 540.5405405405405], [2630.189189189189, 683.7837837837837]]"
191013,"[[2467.0, 233.0], [2771.0, 421.0]]"
191013,"[[1107.0, 2533.0], [1639.0, 2721.0]]"
191017,"[[2436.8780487804875, 226.8292682926829], [2775.90243902439, 370.73170731707313]]"
191036,"[[1613.4594594594596, 1118.918918918919], [1821.5675675675675, 1232.4324324324325]]"
191036,"[[672.918918918919, 1313.5135135135135], [878.3243243243244, 1427.027027027027]]"
191036,"[[2132.3783783783783, 1489.1891891891892], [2386.4324324324325, 1605.4054054054054]]"
191036,"[[1118.8648648648648, 1486.4864864864865], [1351.2972972972973, 1600.0]]"
191036,"[[1540.4864864864867, 1802.7027027027027], [1775.6216216216217, 1918.918918918919]]"
191036,"[[599.945945945946, 1808.1081081081081], [802.6486486486488, 1924.3243243243244]]"
191036,"[[551.2972972972973, 540.5405405405405], [626.9729729729729, 613.5135135135135]]"
191036,"[[1837.7837837837837, 2454.054054054054], [1935.0810810810813, 2543.2432432432433]]"
191036,"[[2224.2702702702704, 2470.2702702702704], [2316.162162162162, 2543.2432432432433]]"
191036,"[[1708.0540540540542, 2851.3513513513512], [1891.837837837838, 2916.2162162162163]]"
191036,"[[899.945945945946, 3097.2972972972975], [989.1351351351352, 3170.2702702702704]]"
191036,"[[1313.4594594594596, 3216.2162162162163], [1381.027027027027, 3310.810810810811]]"
191036,"[[1491.837837837838, 3356.7567567567567], [1578.3243243243242, 3424.324324324324]]"
191036,"[[1910.7567567567567, 3475.675675675676], [1994.5405405405404, 3548.6486486486488]]"
191214,"[[281.4545454545455, 470.3636363636364], [763.2727272727275, 1084.0]]"
191214,"[[304.181818181818, 1215.8181818181818], [804.181818181818, 1665.8181818181818]]"
191214,"[[263.8387096774193, 1893.5483870967741], [802.5483870967741, 2725.8064516129034]]"
191214,"[[315.45161290322585, 2900.0], [883.1935483870968, 3541.935483870968]]"
191214,"[[1254.1612903225805, 3287.0967741935483], [2260.6129032258063, 3880.6451612903224]]"
191232,"[[2009.5483870967741, 2061.2903225806454], [2264.3870967741937, 2219.3548387096776]]"
191232,"[[1899.8709677419356, 3229.032258064516], [2438.5806451612902, 3383.8709677419356]]"
191232,"[[403.0967741935483, 1703.225806451613], [670.8387096774193, 1806.4516129032259]]"
191232,"[[864.3870967741937, 1706.4516129032259], [1338.5806451612902, 1845.1612903225807]]"
191232,"[[1354.7096774193546, 1667.741935483871], [1657.9354838709678, 1803.225806451613]]"
191232,"[[1916.0, 1609.6774193548388], [2416.0, 1748.3870967741937]]"
191232,"[[380.51612903225805, 1912.9032258064517], [674.0645161290322, 2025.8064516129032]]"
191232,"[[699.8709677419356, 1919.3548387096773], [1054.7096774193546, 2038.7096774193549]]"
191232,"[[1099.8709677419356, 3277.4193548387098], [1670.8387096774195, 3412.9032258064517]]"
191232,"[[367.61290322580635, 3532.2580645161293], [2425.6774193548385, 3738.7096774193546]]"
191235,"[[1177.945945945946, 1659.4594594594594], [1310.3783783783783, 1832.4324324324325]]"
191235,"[[1350.918918918919, 1654.0540540540542], [1569.837837837838, 1802.7027027027027]]"
191235,"[[991.4594594594594, 1772.972972972973], [1110.3783783783783, 1891.8918918918919]]"
191235,"[[461.7297297297298, 2081.0810810810813], [648.2162162162163, 2208.1081081081084]]"
191235,"[[994.1621621621621, 1910.8108108108108], [1250.918918918919, 2040.5405405405406]]"
191235,"[[1383.3513513513515, 1886.4864864864865], [1632.0, 2008.1081081081081]]"
191235,"[[2053.6216216216217, 1678.3783783783783], [2115.7837837837837, 1767.5675675675675]]"
191235,"[[2069.837837837838, 1932.4324324324325], [2594.162162162162, 2045.945945945946]]"
191235,"[[2148.2162162162163, 2159.4594594594596], [2323.891891891892, 2286.4864864864867]]"
191235,"[[1721.1891891891892, 2164.864864864865], [1886.0540540540542, 2270.2702702702704]]"
191235,"[[1461.7297297297298, 2613.5135135135138], [2004.972972972973, 2835.135135135135]]"
191235,"[[1996.864864864865, 2527.027027027027], [2115.7837837837837, 2613.5135135135138]]"
191235,"[[1980.6486486486488, 2781.0810810810813], [2172.5405405405404, 2875.675675675676]]"
191235,"[[1669.837837837838, 2891.891891891892], [1796.864864864865, 3000.0]]"
191235,"[[1813.0810810810813, 2859.4594594594596], [2261.7297297297296, 2981.0810810810813]]"
191235,"[[2383.3513513513512, 2891.891891891892], [2607.675675675676, 3008.1081081081084]]"
191235,"[[994.1621621621621, 2867.5675675675675], [1207.6756756756756, 3010.810810810811]]"
191235,"[[491.4594594594595, 2678.3783783783783], [645.5135135135135, 2808.1081081081084]]"
191235,"[[504.972972972973, 2981.0810810810813], [1069.837837837838, 3148.6486486486488]]"
191235,"[[1121.1891891891892, 2970.2702702702704], [1318.4864864864865, 3097.2972972972975]]"
191235,"[[1664.4324324324325, 3486.4864864864867], [1729.2972972972975, 3591.891891891892]]"
192138,"[[151.81818181818176, 2760.6060606060605], [460.90909090909076, 3375.7575757575755]]"
192138,"[[2506.363636363636, 2869.6969696969695], [3042.7272727272725, 3087.8787878787875]]"
192138,"[[2509.393939393939, 3090.9090909090905], [2618.4848484848485, 3248.4848484848485]]"
192138,"[[2518.4848484848485, 3290.9090909090905], [2618.4848484848485, 3433.333333333333]]"
192138,"[[2521.5151515151515, 3569.6969696969695], [2633.6363636363635, 3706.060606060606]]"
192138,"[[2533.6363636363635, 3775.7575757575755], [2645.7575757575755, 3915.151515151515]]"
192141,"[[3283.675675675676, 1183.7837837837837], [3414, 1574]]"
192141,"[[589.081081081081, 3154.054054054054], [843.1351351351352, 3356.7567567567567]]"
192141,"[[1418.8108108108108, 3037.837837837838], [3089.0810810810813, 3164.864864864865]]"
192141,"[[1251.2432432432433, 3172.972972972973], [2048.5405405405404, 3272.972972972973]]"
192141,"[[2199.891891891892, 3148.6486486486488], [3262.054054054054, 3616.2162162162163]]"
192141,"[[1286.3783783783783, 3448.6486486486488], [1478.2702702702702, 3545.945945945946]]"
192141,"[[1910.8695652173913, 3426.086956521739], [2186.9565217391305, 3523.9130434782605]]"
192142,"[[2006.0, 910.0], [2201.0, 1080.0]]"
192142,"[[1891.0, 1960.0], [2116.0, 2125.0]]"
192143,"[[1522.6060606060605, 206.06060606060606], [3049.8787878787875, 366.66666666666663]]"
192143,"[[1171.090909090909, 521.2121212121211], [1389.2727272727273, 654.5454545454545]]"
192143,"[[1395.3333333333333, 436.3636363636363], [1504.4242424242423, 606.060606060606]]"
192143,"[[1374.121212121212, 642.4242424242424], [1510.4848484848485, 739.3939393939394]]"
192143,"[[1552.9090909090908, 369.6969696969697], [2501.393939393939, 866.6666666666666]]"
192143,"[[2731.6969696969695, 387.8787878787879], [3025.6363636363635, 875.7575757575758]]"
192143,"[[1610.4848484848485, 1090.9090909090908], [2025.6363636363635, 1296.969696969697]]"
192143,"[[2743.8181818181815, 1115.151515151515], [3025.6363636363635, 1306.060606060606]]"
192143,"[[2728.6666666666665, 1545.4545454545453], [3052.9090909090905, 2148.4848484848485]]"
192143,"[[1534.7272727272727, 1284.8484848484848], [1619.5757575757575, 1790.9090909090908]]"
192143,"[[1610.4848484848485, 1490.9090909090908], [2019.5757575757575, 2109.090909090909]]"
192143,"[[1365.030303030303, 1303.030303030303], [1504.4242424242423, 1806.060606060606]]"
192143,"[[480.18181818181813, 1293.9393939393938], [871.090909090909, 1857.5757575757575]]"
192143,"[[468.060606060606, 2384.8484848484845], [737.7575757575758, 2527.272727272727]]"
192143,"[[1325.6363636363635, 2430.30303030303], [1486.2424242424242, 2566.6666666666665]]"
192143,"[[1522.6060606060605, 2433.333333333333], [1601.3939393939393, 2518.181818181818]]"
192143,"[[477.1515151515151, 2857.5757575757575], [746.8484848484848, 3015.151515151515]]"
192143,"[[480.18181818181813, 3124.242424242424], [958.969696969697, 3287.8787878787875]]"
192143,"[[480.18181818181813, 3754.5454545454545], [677.151515151515, 3987.8787878787875]]"
192143,"[[1286.2424242424242, 3751.5151515151515], [1455.9393939393938, 4000.0]]"
192143,"[[1492.3030303030303, 3857.5757575757575], [1577.151515151515, 4018.181818181818]]"
192143,"[[1580.181818181818, 3630.30303030303], [2055.939393939394, 3803.030303030303]]"
192143,"[[1313.5151515151515, 2893.939393939394], [1492.3030303030303, 3033.333333333333]]"
192143,"[[1301.3939393939393, 3181.8181818181815], [1465.030303030303, 3330.30303030303]]"
192143,"[[1516.5454545454545, 2866.6666666666665], [1583.212121212121, 2996.969696969697]]"
192143,"[[1586.2424242424242, 2824.242424242424], [1868.060606060606, 2972.7272727272725]]"
192143,"[[1586.2424242424242, 2560.6060606060605], [1940.7878787878785, 2739.3939393939395]]"
192143,"[[1580.181818181818, 3033.333333333333], [2204.4242424242425, 3433.333333333333]]"
192143,"[[2719.5757575757575, 2527.272727272727], [2983.212121212121, 2763.6363636363635]]"
192143,"[[2716.5454545454545, 2836.363636363636], [2995.333333333333, 2954.5454545454545]]"
192143,"[[2722.6060606060605, 3100.0], [3001.393939393939, 3390.9090909090905]]"
192143,"[[2734.7272727272725, 3663.6363636363635], [2962.0, 3824.242424242424]]"
192145,"[[395.0, 2630.0], [792.5, 2877.5]]"
192145,"[[2740.0, 1930.0], [3090.0, 2307.5]]"
192145,"[[1687.5, 2182.5], [1820.0, 2310.0]]"
192148,"[[645.9999999999998, 1071.4285714285713], [1146.0, 1635.7142857142856]]"
192148,"[[620.9999999999998, 1703.5714285714284], [1128.1428571428569, 1992.8571428571427]]"
192148,"[[3192.4285714285706, 2267.8571428571427], [3389, 2548]]"
192148,"[[2024.7297297297296, 1021.6216216216217], [2154.4594594594596, 1132.4324324324325]]"
192150,"[[1093.5128205128206, 523.0769230769231], [2829.4102564102564, 1330.7692307692307]]"
192150,"[[385.8205128205128, 1828.2051282051282], [2865.3076923076924, 2233.333333333333]]"
192150,"[[398.64102564102564, 2241.025641025641], [2829.4102564102564, 3092.3076923076924]]"
192150,"[[352.48717948717945, 3079.487179487179], [2444.7948717948716, 3512.8205128205127]]"
192153,"[[550.4285714285713, 422.85714285714283], [1838.9999999999995, 577.1428571428571]]"
